DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD
9,123,Lentil Fluorescent Bulbs,2024/07/23,NA,440,1 Piece,100.00,62.00,NA,440,440,443.857142857143,3.28778402720188
10,123,Lentil Fluorescent Bulbs,2024/07/23,NA,437,1 Piece,100.00,62.00,NA,440,440,442.714285714286,2.98408476836063
11,123,Lentil Fluorescent Bulbs,2024/07/23,NA,436,1 Piece,100.00,62.00,NA,437,440,441.285714285714,2.98408476836063
12,123,Lentil Fluorescent Bulbs,2024/07/23,NA,434,1 Piece,100.00,62.00,NA,436,437,439.857142857143,2.73426232761059
13,123,Lentil Fluorescent Bulbs,2024/07/23,NA,432,1 Piece,100.00,62.00,NA,434,436,438.428571428571,2.81999662276056
14,123,Lentil Fluorescent Bulbs,2024/07/23,NA,431,1 Piece,100.00,62.00,NA,432,434,437,3.21455025366432
15,123,Lentil Fluorescent Bulbs,2024/07/23,NA,431,1 Piece,100.00,62.00,NA,431,432,435.714285714286,3.59231985000806
16,123,Lentil Fluorescent Bulbs,2024/07/23,NA,428,1 Piece,100.00,62.00,NA,431,431,434.428571428571,3.40867241298539
17,123,Lentil Fluorescent Bulbs,2024/07/23,NA,427,1 Piece,100.00,62.00,NA,428,431,432.714285714286,3.14718316987777
18,123,Lentil Fluorescent Bulbs,2024/07/23,NA,425,1 Piece,100.00,62.00,NA,427,428,431.285714285714,3.14718316987777
19,123,Lentil Fluorescent Bulbs,2024/07/23,NA,425,1 Piece,100.00,62.00,NA,425,427,429.714285714286,3.14718316987777
20,123,Lentil Fluorescent Bulbs,2024/07/23,NA,424,1 Piece,100.00,62.00,NA,425,425,428.428571428571,2.93582145558064
21,123,Lentil Fluorescent Bulbs,2024/07/23,NA,421,1 Piece,100.00,62.00,NA,424,425,427.285714285714,2.87020822207993
22,123,Lentil Fluorescent Bulbs,2024/07/23,NA,421,1 Piece,100.00,62.00,NA,421,424,425.857142857143,3.18478525851542
23,123,Lentil Fluorescent Bulbs,2024/07/23,NA,420,1 Piece,100.00,62.00,NA,421,421,424.428571428571,2.69920623252731
24,123,Lentil Fluorescent Bulbs,2024/07/23,NA,418,1 Piece,100.00,62.00,NA,420,421,423.285714285714,2.62769136406122
25,123,Lentil Fluorescent Bulbs,2024/07/23,NA,417,1 Piece,100.00,62.00,NA,418,420,422,2.70801280154532
26,123,Lentil Fluorescent Bulbs,2024/07/23,NA,416,1 Piece,100.00,62.00,NA,417,418,420.857142857143,2.911389784311
27,123,Lentil Fluorescent Bulbs,2024/07/23,NA,414,1 Piece,100.00,62.00,NA,416,417,419.571428571429,2.76026223736942
28,123,Lentil Fluorescent Bulbs,2024/07/23,NA,413,1 Piece,100.00,62.00,NA,414,416,418.142857142857,2.67261241912424
29,123,Lentil Fluorescent Bulbs,2024/07/23,NA,413,1 Piece,100.00,62.00,NA,413,414,417,2.94392028877595
30,123,Lentil Fluorescent Bulbs,2024/07/23,NA,412,1 Piece,100.00,62.00,NA,413,413,415.857142857143,2.67261241912424
31,123,Lentil Fluorescent Bulbs,2024/07/23,NA,410,1 Piece,100.00,62.00,NA,412,413,414.714285714286,2.28868854108532
32,123,Lentil Fluorescent Bulbs,2024/07/23,NA,408,1 Piece,100.00,62.00,NA,410,412,413.571428571429,2.37045304088641
33,123,Lentil Fluorescent Bulbs,2024/07/23,NA,407,1 Piece,100.00,62.00,NA,408,410,412.285714285714,2.62769136406122
34,123,Lentil Fluorescent Bulbs,2024/07/23,NA,407,1 Piece,100.00,62.00,NA,407,408,411,2.70801280154532
35,123,Lentil Fluorescent Bulbs,2024/07/23,NA,405,1 Piece,100.00,62.00,NA,407,407,410,2.70801280154532
36,123,Lentil Fluorescent Bulbs,2024/07/23,NA,404,1 Piece,100.00,62.00,NA,405,407,408.857142857143,2.911389784311
37,123,Lentil Fluorescent Bulbs,2024/07/23,NA,402,1 Piece,100.00,62.00,NA,404,405,407.571428571429,2.76026223736942
38,123,Lentil Fluorescent Bulbs,2024/07/23,NA,401,1 Piece,100.00,62.00,NA,402,404,406.142857142857,2.67261241912424
39,123,Lentil Fluorescent Bulbs,2024/07/23,NA,400,1 Piece,100.00,62.00,NA,401,402,404.857142857143,2.67261241912424
40,123,Lentil Fluorescent Bulbs,2024/07/23,NA,400,1 Piece,100.00,62.00,NA,400,401,403.714285714286,2.81154084173819
41,123,Lentil Fluorescent Bulbs,2024/07/23,NA,398,1 Piece,100.00,62.00,NA,400,400,402.714285714286,2.6903708365382
42,123,Lentil Fluorescent Bulbs,2024/07/23,NA,397,1 Piece,100.00,62.00,NA,398,400,401.428571428571,2.43975018237133
43,123,Lentil Fluorescent Bulbs,2024/07/23,NA,397,1 Piece,100.00,62.00,NA,397,398,400.285714285714,2.36038737740833
44,123,Lentil Fluorescent Bulbs,2024/07/23,NA,395,1 Piece,100.00,62.00,NA,397,397,399.285714285714,1.97604704011871
45,123,Lentil Fluorescent Bulbs,2024/07/23,NA,394,1 Piece,100.00,62.00,NA,395,397,398.285714285714,2.1380899352994
46,123,Lentil Fluorescent Bulbs,2024/07/23,NA,393,1 Piece,100.00,62.00,NA,394,395,397.285714285714,2.28868854108532
47,123,Lentil Fluorescent Bulbs,2024/07/23,NA,391,1 Piece,100.00,62.00,NA,393,394,396.285714285714,2.42997158517582
48,123,Lentil Fluorescent Bulbs,2024/07/23,NA,390,1 Piece,100.00,62.00,NA,391,393,395,2.51661147842358
49,123,Lentil Fluorescent Bulbs,2024/07/23,NA,388,1 Piece,100.00,62.00,NA,390,391,393.857142857143,2.73426232761059
50,123,Lentil Fluorescent Bulbs,2024/07/23,NA,386,1 Piece,100.00,62.00,NA,388,390,392.571428571429,3.10145895008263
51,123,Lentil Fluorescent Bulbs,2024/07/23,NA,385,1 Piece,100.00,62.00,NA,386,388,391,3.2659863237109
52,123,Lentil Fluorescent Bulbs,2024/07/23,NA,384,1 Piece,100.00,62.00,NA,385,386,389.571428571429,3.40867241298539
53,123,Lentil Fluorescent Bulbs,2024/07/23,NA,383,1 Piece,100.00,62.00,NA,384,385,388.142857142857,3.33809184158512
54,123,Lentil Fluorescent Bulbs,2024/07/23,NA,382,1 Piece,100.00,62.00,NA,383,384,386.714285714286,3.03942350423485
55,123,Lentil Fluorescent Bulbs,2024/07/23,NA,382,1 Piece,100.00,62.00,NA,382,383,385.428571428571,2.81999662276056
56,123,Lentil Fluorescent Bulbs,2024/07/23,NA,380,1 Piece,100.00,62.00,NA,382,382,384.285714285714,2.21466970556828
57,123,Lentil Fluorescent Bulbs,2024/07/23,NA,377,1 Piece,100.00,62.00,NA,380,382,383.142857142857,2.03540097839643
58,123,Lentil Fluorescent Bulbs,2024/07/23,NA,376,1 Piece,100.00,62.00,NA,377,380,381.857142857143,2.67261241912424
59,123,Lentil Fluorescent Bulbs,2024/07/23,NA,376,1 Piece,100.00,62.00,NA,376,377,380.571428571429,3.04724700110022
60,123,Lentil Fluorescent Bulbs,2024/07/23,NA,375,1 Piece,100.00,62.00,NA,376,376,NA,NA
1,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,400,500 gms,230.00,62.00,63,NA,NA,NA,NA
2,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,394,500 gms,230.00,62.00,63,400,NA,NA,NA
3,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,390,500 gms,230.00,62.00,63,394,400,NA,NA
4,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,387,500 gms,230.00,62.00,63,390,394,NA,NA
5,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,382,500 gms,230.00,62.00,63,387,390,NA,NA
6,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,380,500 gms,230.00,62.00,63,382,387,NA,NA
7,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,377,500 gms,230.00,62.00,63,380,382,386.857142857143,8.61062466623979
8,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,374,500 gms,230.00,62.00,63,377,380,387.142857142857,8.17370930542088
9,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,370,500 gms,230.00,62.00,63,374,377,383.428571428571,7.20780000779579
10,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,365,500 gms,230.00,62.00,63,370,374,380,7.04745817062199
11,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,361,500 gms,230.00,62.00,63,365,370,376.428571428571,7.45781788588644
12,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,356,500 gms,230.00,62.00,63,361,365,372.714285714286,7.78276484107213
13,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,352,500 gms,230.00,62.00,63,356,361,369,8.75595035770913
14,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,347,500 gms,230.00,62.00,63,352,356,365,9.2736184954957
15,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,344,500 gms,230.00,62.00,63,347,352,360.714285714286,9.72478424292429
16,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,340,500 gms,230.00,62.00,63,344,347,356.428571428571,9.50187951332337
17,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,337,500 gms,230.00,62.00,63,340,344,352.142857142857,9.11827051270454
18,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,333,500 gms,230.00,62.00,63,337,340,348.142857142857,8.66849797501604
19,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,328,500 gms,230.00,62.00,63,333,337,344.142857142857,8.19407451411428
20,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,324,500 gms,230.00,62.00,63,328,333,340.142857142857,8.27503416767511
21,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,322,500 gms,230.00,62.00,63,324,328,336.142857142857,8.35520938154896
22,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,320,500 gms,230.00,62.00,63,322,324,332.571428571429,8.28366148626606
23,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,316,500 gms,230.00,62.00,63,320,322,329.142857142857,7.71208081364495
24,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,311,500 gms,230.00,62.00,63,316,320,325.714285714286,7.40977475398287
25,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,306,500 gms,230.00,62.00,63,311,316,322,7.32575365861197
26,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,302,500 gms,230.00,62.00,63,306,311,318.142857142857,7.66873678056066
27,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,298,500 gms,230.00,62.00,63,302,306,314.428571428571,8.36375399879629
28,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,292,500 gms,230.00,62.00,63,298,302,310.714285714286,9.14174100330066
29,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,286,500 gms,230.00,62.00,63,292,298,306.428571428571,9.96422170998389
30,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,282,500 gms,230.00,62.00,63,286,292,301.571428571429,10.5175590142888
31,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,277,500 gms,230.00,62.00,63,282,286,296.714285714286,10.5942482148615
32,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,271,500 gms,230.00,62.00,63,277,282,291.857142857143,10.7459848537112
33,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,265,500 gms,230.00,62.00,63,271,277,286.857142857143,11.2016155297435
34,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,261,500 gms,230.00,62.00,63,265,271,281.571428571429,11.5881713089561
35,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,254,500 gms,230.00,62.00,63,261,265,276.285714285714,11.2799864910422
36,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,250,500 gms,230.00,62.00,63,254,261,270.857142857143,11.5963869578499
37,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,244,500 gms,230.00,62.00,63,250,254,265.714285714286,11.7432858223226
38,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,242,500 gms,230.00,62.00,63,244,250,260.285714285714,11.7432858223226
39,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,240,500 gms,230.00,62.00,63,242,244,255.285714285714,10.8583959176649
40,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,239,500 gms,230.00,62.00,63,240,242,250.857142857143,9.63376996868432
41,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,239,500 gms,230.00,62.00,63,239,240,247.142857142857,8.17370930542088
42,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,231,500 gms,230.00,62.00,63,239,239,244,5.85946527708232
43,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,224,500 gms,230.00,62.00,63,231,239,240.714285714286,5.76524893114731
44,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,217,500 gms,230.00,62.00,63,224,231,237,7.02376916856849
45,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,211,500 gms,230.00,62.00,63,217,224,233.142857142857,9.51189731211342
46,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,204,500 gms,230.00,62.00,63,211,217,228.714285714286,11.6721075748168
47,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,200,500 gms,230.00,62.00,63,204,211,223.571428571429,13.6364357862449
48,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,192,500 gms,230.00,62.00,63,200,204,218,14.2361043360417
49,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,188,500 gms,230.00,62.00,63,192,200,211.285714285714,13.7563837994618
50,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,182,500 gms,230.00,62.00,63,188,192,205.142857142857,13.0694117621844
51,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,174,500 gms,230.00,62.00,63,182,188,199.142857142857,12.6019650773014
52,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,169,500 gms,230.00,62.00,63,174,182,193,12.9228479833201
53,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,162,500 gms,230.00,62.00,63,169,174,187,12.9228479833201
54,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,155,500 gms,230.00,62.00,63,162,169,181,13.4536240470737
55,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,148,500 gms,230.00,62.00,63,155,162,174.571428571429,13.6119695226559
56,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,142,500 gms,230.00,62.00,63,148,155,168.285714285714,14.3609921397547
57,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,134,500 gms,230.00,62.00,63,142,148,161.714285714286,14.3609921397547
58,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,126,500 gms,230.00,62.00,63,134,142,154.857142857143,14.519281105121
59,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,120,500 gms,230.00,62.00,63,126,134,148,15.2861593170641
60,124,Heinz Tomato Ketchup,2024/07/23,2024/11/25,115,500 gms,230.00,62.00,63,120,126,NA,NA
1,125,Dairy Milk Silk,2024/07/23,2024/11/25,2500,80 gms,75.00,62.00,63,NA,NA,NA,NA
2,125,Dairy Milk Silk,2024/07/23,2024/11/25,2485,80 gms,75.00,62.00,63,2500,NA,NA,NA
3,125,Dairy Milk Silk,2024/07/23,2024/11/25,2450,80 gms,75.00,62.00,63,2485,2500,NA,NA
4,125,Dairy Milk Silk,2024/07/23,2024/11/25,2421,80 gms,75.00,62.00,63,2450,2485,NA,NA
5,125,Dairy Milk Silk,2024/07/23,2024/11/25,2398,80 gms,75.00,62.00,63,2421,2450,NA,NA
6,125,Dairy Milk Silk,2024/07/23,2024/11/25,2364,80 gms,75.00,62.00,63,2398,2421,NA,NA
7,125,Dairy Milk Silk,2024/07/23,2024/11/25,2340,80 gms,75.00,62.00,63,2364,2398,2104.71428571429,878.667118288778
8,125,Dairy Milk Silk,2024/07/23,2024/11/25,2311,80 gms,75.00,62.00,63,2340,2364,2422.57142857143,59.8605522383958
9,125,Dairy Milk Silk,2024/07/23,2024/11/25,2292,80 gms,75.00,62.00,63,2311,2340,2395.57142857143,61.7113094520422
10,125,Dairy Milk Silk,2024/07/23,2024/11/25,2264,80 gms,75.00,62.00,63,2292,2311,2368,58.1062245661627
11,125,Dairy Milk Silk,2024/07/23,2024/11/25,2231,80 gms,75.00,62.00,63,2264,2292,2341.42857142857,56.8737113930421
12,125,Dairy Milk Silk,2024/07/23,2024/11/25,2206,80 gms,75.00,62.00,63,2231,2264,2314.28571428571,57.8985154838887
13,125,Dairy Milk Silk,2024/07/23,2024/11/25,2181,80 gms,75.00,62.00,63,2206,2231,2286.85714285714,57.1034983500094
14,125,Dairy Milk Silk,2024/07/23,2024/11/25,2155,80 gms,75.00,62.00,63,2181,2206,2260.71428571429,57.786141030857
15,125,Dairy Milk Silk,2024/07/23,2024/11/25,2130,80 gms,75.00,62.00,63,2155,2181,2234.28571428571,57.786141030857
16,125,Dairy Milk Silk,2024/07/23,2024/11/25,2101,80 gms,75.00,62.00,63,2130,2155,2208.42857142857,58.2318845732506
17,125,Dairy Milk Silk,2024/07/23,2024/11/25,2082,80 gms,75.00,62.00,63,2101,2130,2181.14285714286,57.2870799029722
18,125,Dairy Milk Silk,2024/07/23,2024/11/25,2057,80 gms,75.00,62.00,63,2082,2101,2155.14285714286,54.6547606082293
19,125,Dairy Milk Silk,2024/07/23,2024/11/25,2031,80 gms,75.00,62.00,63,2057,2082,2130.28571428571,53.968244631185
20,125,Dairy Milk Silk,2024/07/23,2024/11/25,2014,80 gms,75.00,62.00,63,2031,2057,2105.28571428571,53.5808245728335
21,125,Dairy Milk Silk,2024/07/23,2024/11/25,1992,80 gms,75.00,62.00,63,2014,2031,2081.42857142857,51.3837105928106
22,125,Dairy Milk Silk,2024/07/23,2024/11/25,1968,80 gms,75.00,62.00,63,1992,2014,2058.14285714286,49.3809294209434
23,125,Dairy Milk Silk,2024/07/23,2024/11/25,1939,80 gms,75.00,62.00,63,1968,1992,2035,48.0347096726246
24,125,Dairy Milk Silk,2024/07/23,2024/11/25,1915,80 gms,75.00,62.00,63,1939,1968,2011.85714285714,49.9247052117105
25,125,Dairy Milk Silk,2024/07/23,2024/11/25,1894,80 gms,75.00,62.00,63,1915,1939,1988,50.7148893324239
26,125,Dairy Milk Silk,2024/07/23,2024/11/25,1865,80 gms,75.00,62.00,63,1894,1915,1964.71428571429,51.171978939371
27,125,Dairy Milk Silk,2024/07/23,2024/11/25,1837,80 gms,75.00,62.00,63,1865,1894,1941,53.7339123211156
28,125,Dairy Milk Silk,2024/07/23,2024/11/25,1810,80 gms,75.00,62.00,63,1837,1865,1915.71428571429,55.2802384392901
29,125,Dairy Milk Silk,2024/07/23,2024/11/25,1786,80 gms,75.00,62.00,63,1810,1837,1889.71428571429,56.2130301789964
30,125,Dairy Milk Silk,2024/07/23,2024/11/25,1762,80 gms,75.00,62.00,63,1786,1810,1863.71428571429,56.0586427642645
31,125,Dairy Milk Silk,2024/07/23,2024/11/25,1741,80 gms,75.00,62.00,63,1762,1786,1838.42857142857,56.3585460625602
32,125,Dairy Milk Silk,2024/07/23,2024/11/25,1714,80 gms,75.00,62.00,63,1741,1762,1813.57142857143,55.3198491889278
33,125,Dairy Milk Silk,2024/07/23,2024/11/25,1692,80 gms,75.00,62.00,63,1714,1741,1787.85714285714,53.5083438086328
34,125,Dairy Milk Silk,2024/07/23,2024/11/25,1662,80 gms,75.00,62.00,63,1692,1714,1763.14285714286,51.8665870975029
35,125,Dairy Milk Silk,2024/07/23,2024/11/25,1641,80 gms,75.00,62.00,63,1662,1692,1738.14285714286,52.5053285277744
36,125,Dairy Milk Silk,2024/07/23,2024/11/25,1604,80 gms,75.00,62.00,63,1641,1662,1714,52.8109837060436
37,125,Dairy Milk Silk,2024/07/23,2024/11/25,1579,80 gms,75.00,62.00,63,1604,1641,1688,56.1515805654658
38,125,Dairy Milk Silk,2024/07/23,2024/11/25,1551,80 gms,75.00,62.00,63,1579,1604,1661.85714285714,58.5076307599518
39,125,Dairy Milk Silk,2024/07/23,2024/11/25,1524,80 gms,75.00,62.00,63,1551,1579,1634.71428571429,59.7319408851308
40,125,Dairy Milk Silk,2024/07/23,2024/11/25,1500,80 gms,75.00,62.00,63,1524,1551,1607.57142857143,60.8573664203361
41,125,Dairy Milk Silk,2024/07/23,2024/11/25,1476,80 gms,75.00,62.00,63,1500,1524,1580.14285714286,59.7199815009699
42,125,Dairy Milk Silk,2024/07/23,2024/11/25,1451,80 gms,75.00,62.00,63,1476,1500,1553.57142857143,58.5970907777771
43,125,Dairy Milk Silk,2024/07/23,2024/11/25,1423,80 gms,75.00,62.00,63,1451,1476,1526.42857142857,55.2595606897037
44,125,Dairy Milk Silk,2024/07/23,2024/11/25,1398,80 gms,75.00,62.00,63,1423,1451,1500.57142857143,55.2595606897037
45,125,Dairy Milk Silk,2024/07/23,2024/11/25,1367,80 gms,75.00,62.00,63,1398,1423,1474.71428571429,54.7896410090882
46,125,Dairy Milk Silk,2024/07/23,2024/11/25,1331,80 gms,75.00,62.00,63,1367,1398,1448.42857142857,56.2104887687258
47,125,Dairy Milk Silk,2024/07/23,2024/11/25,1304,80 gms,75.00,62.00,63,1331,1367,1420.85714285714,60.1593123060999
48,125,Dairy Milk Silk,2024/07/23,2024/11/25,1281,80 gms,75.00,62.00,63,1304,1331,1392.85714285714,62.741343550136
49,125,Dairy Milk Silk,2024/07/23,2024/11/25,1254,80 gms,75.00,62.00,63,1281,1304,1365,62.9629520697158
50,125,Dairy Milk Silk,2024/07/23,2024/11/25,1227,80 gms,75.00,62.00,63,1254,1281,1336.85714285714,62.1380950556328
51,125,Dairy Milk Silk,2024/07/23,2024/11/25,1203,80 gms,75.00,62.00,63,1227,1254,1308.85714285714,61.0011709489487
52,125,Dairy Milk Silk,2024/07/23,2024/11/25,1174,80 gms,75.00,62.00,63,1203,1227,1281,57.9568805233684
53,125,Dairy Milk Silk,2024/07/23,2024/11/25,1142,80 gms,75.00,62.00,63,1174,1203,1253.42857142857,56.1036455822529
54,125,Dairy Milk Silk,2024/07/23,2024/11/25,1107,80 gms,75.00,62.00,63,1142,1174,1226.42857142857,57.9967158347699
55,125,Dairy Milk Silk,2024/07/23,2024/11/25,1084,80 gms,75.00,62.00,63,1107,1142,1198.28571428571,61.7568195578817
56,125,Dairy Milk Silk,2024/07/23,2024/11/25,1052,80 gms,75.00,62.00,63,1084,1107,1170.14285714286,62.6616006057633
57,125,Dairy Milk Silk,2024/07/23,2024/11/25,1024,80 gms,75.00,62.00,63,1052,1084,1141.28571428571,64.1033391894533
58,125,Dairy Milk Silk,2024/07/23,2024/11/25,999,80 gms,75.00,62.00,63,1024,1052,1112.28571428571,64.7783767567396
59,125,Dairy Milk Silk,2024/07/23,2024/11/25,962,80 gms,75.00,62.00,63,999,1024,1083.14285714286,63.0302270645563
60,125,Dairy Milk Silk,2024/07/23,2024/11/25,935,80 gms,75.00,62.00,63,962,999,NA,NA
1,126,Ponds Powder,2024/07/23,NA,350,400 gms,222.00,62.00,NA,NA,NA,NA,NA
2,126,Ponds Powder,2024/07/23,NA,348,400 gms,222.00,62.00,NA,350,NA,NA,NA
3,126,Ponds Powder,2024/07/23,NA,348,400 gms,222.00,62.00,NA,348,350,NA,NA
4,126,Ponds Powder,2024/07/23,NA,347,400 gms,222.00,62.00,NA,348,348,NA,NA
5,126,Ponds Powder,2024/07/23,NA,345,400 gms,222.00,62.00,NA,347,348,NA,NA
6,126,Ponds Powder,2024/07/23,NA,345,400 gms,222.00,62.00,NA,345,347,NA,NA
7,126,Ponds Powder,2024/07/23,NA,344,400 gms,222.00,62.00,NA,345,345,431.142857142857,222.187179776743
8,126,Ponds Powder,2024/07/23,NA,343,400 gms,222.00,62.00,NA,344,345,346.714285714286,2.1380899352994
9,126,Ponds Powder,2024/07/23,NA,343,400 gms,222.00,62.00,NA,343,344,345.714285714286,1.97604704011871
10,126,Ponds Powder,2024/07/23,NA,341,400 gms,222.00,62.00,NA,343,343,345,1.91485421551268
11,126,Ponds Powder,2024/07/23,NA,340,400 gms,222.00,62.00,NA,341,343,344,1.91485421551268
12,126,Ponds Powder,2024/07/23,NA,340,400 gms,222.00,62.00,NA,340,341,343,1.91485421551268
13,126,Ponds Powder,2024/07/23,NA,339,400 gms,222.00,62.00,NA,340,340,342.285714285714,1.97604704011871
14,126,Ponds Powder,2024/07/23,NA,337,400 gms,222.00,62.00,NA,339,340,341.428571428571,1.90237946242268
15,126,Ponds Powder,2024/07/23,NA,335,400 gms,222.00,62.00,NA,337,339,340.428571428571,2.14919697074224
16,126,Ponds Powder,2024/07/23,NA,333,400 gms,222.00,62.00,NA,335,337,339.285714285714,2.62769136406122
17,126,Ponds Powder,2024/07/23,NA,333,400 gms,222.00,62.00,NA,333,335,337.857142857143,2.96808419852332
